id	chapter	japanese	full_english	glossary_references	notes
completion.00b2344c	castle_town	＊「コケ　ケッケッケッ！	"???: ""Cluck! Cluck-cluck-cluck!"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b23488	castle_town	＊「コッコッコッコ……。	"???: ""Cluck, cluck, cluck, cluck..."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b234c4	castle_town	＊「こんにちは。　ここは<LF><TAB>グレートバレイナの　城下町よ。	"???: ""Hello. This is the castle town of Great Baleina."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b23540	castle_town	＊「あら　$tさん。<LF><TAB>今日も　いい天気ですわね。	"???: ""Oh, $t. Another fine day, isn't it?"""	torneko,enemy_tipper	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b235c0	castle_town	＊「しかし　お城の祝典で　いろんな料理に<LF><TAB>まざって　出ていた　へんなものより<LF><TAB>だいぶ　マシかもしれんのう。	"???: ""Still, it's better than some of the strange things served among the dishes at the castle feast."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2362c	castle_town	＊「最近　ヨメのやつが　まずいもんばかり<LF><TAB>作るでのう。　まいったわい。	"???: ""My daughter-in-law's cooking has been awful lately. What a nuisance."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Same household relation as 00B230A4. Anonymous speaker remains ???.
completion.00b23774	castle_town	＊「さあ～　かわいい　ニワトリちゃん。<LF><TAB>ごはんの　時間ですわよ。	"???: ""Come along, dear little chickens. It's feeding time!"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2c1b8	castle_church	＊「ママの　王妃さまが　病気だからって<LF><TAB>泣くなんて　男の子なのに<LF><TAB>いくじなしだよね。	"???: ""Crying just because his mom, the queen, is sick! What a coward, and he's a boy, too."""	role.queen	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Preserve the child's unkind gendered teasing as characterization, not narrator endorsement. Anonymous speaker remains ???.
completion.00b2c210	castle_church	＊「あたし　見ちゃった。<LF><TAB>王子さまが　お城の前の<LF><TAB>お花畑で　泣いてたの。	"???: ""I saw him! The prince was crying in the flower bed outside the castle."""	role.prince	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2c26c	castle_church	＊「教会へ　ようこそ。<LF><TAB>旅のご無事を　お祈りしますわ。	"???: ""Welcome to the church. We pray for your safe travels."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2c2dc	castle_church	＊「私に　できるのは　ただ　夫のために<LF><TAB>お祈りすること…　さがしものが<LF><TAB>見つかって　早く帰れますように。	"???: ""All I can do is pray for my husband... May he find what he's looking for and return soon."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2c348	castle_church	＊「私の夫は　王さまの　つかいで<LF><TAB>港町まで　行っておりますの。	"???: ""My husband has gone to the port town on the king's business."""	role.king	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2c430	castle_church	＊「男の子なのに　いくじなしだよね。	"???: ""What a coward, and he's a boy, too."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Retain the child's teasing, not a narrator judgment. Anonymous speaker remains ???.
completion.00b2c458	castle_church	＊「でも　飼い主の　ジョンは<LF><TAB>兵士のオジさんに　おこられるのが<LF><TAB>いやだから　だまってたんだよ。	"???: ""But his owner, John, kept quiet because he didn't want the soldiers to scold him."""	character.castle_john	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2c4b8	castle_church	＊「あたし　見ちゃった。<LF><TAB>犬の　マイキーが　お城の花畑に<LF><TAB>ウンチ　しちゃったの。	"???: ""I saw it! Mikey the dog pooed in the castle flower bed."""	character.mikey	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2c554	castle_church	＊「きっと　神さまに　私の　祈りが通じて<LF><TAB>あなた方を　お呼びくださったのね。<LF><TAB>ありがとうございました。	"???: ""Our god must have heard my prayers and sent you. Thank you."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2c5bc	castle_church	＊「お城で　兵士長をしております<LF><TAB>私の夫が　無事に　港町から<LF><TAB>もどって来ましたの！	"???: ""My husband, the castle's captain, has returned safely from the port town!"""	role.captain	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2c6a8	castle_church	＊「最近　ジョンも　犬のマイキーも<LF><TAB>見かけないの。　魔物に<LF><TAB>食べられちゃったのかなあ。	"???: ""I haven't seen John or his dog Mikey lately. Did the monsters eat them?"""	character.mikey,character.castle_john	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Speculative child dialogue, not confirmation of their deaths. Anonymous speaker remains ???.
completion.00b2c740	castle_church	＊「お城で　兵士長をつとめる夫が<LF><TAB>仕事を　まっとうできるよう<LF><TAB>お祈りしております。	"???: ""I pray that my husband, the castle's captain, can fulfill his duty."""	role.captain	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2c7dc	castle_church	＊「トルネコさん　ポポロさん<LF><TAB>本当に　おつかれさまでした。<LF><TAB>これからも　神の　ご加護を……。	"???: ""Torneko, Tipper, thank you for all you've done. May divine protection stay with you..."""	torneko,enemy_tipper	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2c83c	castle_church	＊「どんな人の　心の中にも　神は<LF><TAB>おわします。　だからこそ　自分を<LF><TAB>守るのは　自分自身なのです。	"???: ""Our god dwells in every heart. That is why each of us must protect ourselves."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2c8d8	castle_church	＊「たまには　神さまとか　信じてみるのも<LF><TAB>いいかと　思ってな。	"???: ""I thought it might be good to try believing in a god for once."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2c918	castle_church	＊「考えてみりゃ　オレらって　いつも<LF><TAB>酒ばっか飲んで　気軽に<LF><TAB>生きてきたけどよお。	"???: ""Come to think of it, we've spent our lives drinking and taking things easy."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2c9a4	castle_church	＊「大丈夫かなあ　ボクら……。	"???: ""Will we be all right...?"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2c9c4	castle_church	＊「でも　神さまって　トルネコさんとか<LF><TAB>行いのいい人を　守ってくれるんじゃ<LF><TAB>ないのかなあ。	"???: ""But doesn't a god protect good people, like Torneko?"""	torneko	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b2ca78	castle_church	＊「$tさん<LF><TAB>本当に　おつかれさまでした。<LF><TAB>これからも　神の　ご加護を……。	"???: ""$t, thank you for all you've done. May divine protection stay with you..."""	torneko,enemy_tipper	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00ae93f0	shared_repeats	＊「あいつの両親　ヘルジャスティスに<LF><TAB>やられちまったんだよ……。　だから<LF><TAB>家族ができて　よかったよな。	"???: ""Hell Justice killed his parents... It's good that he's found a family now."""	enemy_hell_justice	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Exact Japanese match to our independent translation in translations/story-completion.json, completion.00adfdbc. No external patch text used. Anonymous speaker remains ???.
completion.00ae9458	shared_repeats	＊「コロッピのやつ　人間の家で<LF><TAB>暮らしてるんだって？	"???: ""I hear Koroppi's living with a human?"""	character.koroppi	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Exact Japanese match to our independent translation in translations/story-completion.json, completion.00adfe24. No external patch text used. Anonymous speaker remains ???.
completion.00af30b0	shared_repeats	なにやら　ぎっしりと　書かれているが<LF>内容は　理解できなかった……。	It's covered in writing, but none of it makes sense...		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Exact Japanese match to our independent translation in translations/story-completion.json, completion.00ae915c. No external patch text used.
completion.00af30f4	shared_repeats	$tは　カベのはり紙を見た。	$t looked at the notice on the wall.	torneko,enemy_tipper	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Exact Japanese match to our independent translation in translations/story-completion.json, completion.00ae91a0. No external patch text used.
completion.00bc8ed4	shared_repeats	むずかしそうな本が<LF>ぎっしりと　並べられている。	The shelves are packed with difficult-looking books.		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Exact Japanese match to our independent translation in translations/story-completion.json, completion.00ab930c. No external patch text used.
completion.00c1d854	shared_repeats	旅の扉に入りますか？	Enter the Teleportal?	interface.trap.022	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Exact Japanese match to our independent translation in translations/story-completion.json, completion.00adf4b0. No external patch text used.
completion.00b351d8	castle_town_homes	＊「大丈夫かしら……。	"???: ""Will this be all right...?"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b351f0	castle_town_homes	＊「新しく　ニワトリの世話係を<LF><TAB>やとったんだけど　なんだか<LF><TAB>やばんな　ニオイがするわ。	"???: ""I've hired a new chicken keeper, but there's something rather wild about him."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b352d8	castle_town_homes	＊「おはようございます。<LF><TAB>ゆっくり　お休みでしたね。<LF><TAB>では　いってらっしゃいまし。	"???: ""Good morning. You had a good rest. Have a pleasant day."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b3532c	castle_town_homes	＊「では　おやすみなさいませ。	"???: ""Good night, then."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b3534c	castle_town_homes	＊「では　また　おいでくださいまし。	"???: ""Please come again."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b35374	castle_town_homes	＊「いらっしゃいませ。<LF><TAB>お泊りですか？	"???: ""Welcome. Will you be staying the night?"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b35484	castle_town_homes	＊「いらっしゃいませ。<LF><TAB>大変な　ごかつやくでしたね。<LF><TAB>どうぞ　お気をつけて。	"???: ""Welcome. You've done remarkable things. Please take care."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b354ec	castle_town_homes	＊「外は　こわいから<LF><TAB>こうして　家に　こもってるの。	"???: ""It's frightening outside, so I'm staying at home."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b35524	castle_town_homes	＊「こんにちは。　グレートバレイナの<LF><TAB>城下町へ　ようこそ。	"???: ""Hello. Welcome to the castle town of Great Baleina."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b355f0	castle_town_homes	＊「いらっしゃいませ。<LF><TAB>うちの宿に　泊まっていかれますか？	"???: ""Welcome. Would you like to stay at our inn?"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b35714	castle_town_homes	＊「あんたたち　すごいわねぇ～！<LF><TAB>本当に　ありがとね～！	"???: ""You're amazing! Thank you so much!"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b35990	castle_town_homes	ダグラス「ことわっちゃったけど<LF><TAB>あの時は　世話になったよ。	"Douglas: ""I turned it down, but I appreciated the offer."""	character.douglas	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00b359cc	castle_town_homes	ダグラス「オレぁ　いぜん　オヤジさんの<LF><TAB>店で　はたらかないかって<LF><TAB>声を　かけられてさ。	"Douglas: ""Your dad once asked if I wanted to work in his shop."""	character.douglas	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00b35a24	castle_town_homes	ダグラス「へえ～　ボウヤ<LF><TAB>あの　トルネコさんの　息子かい？	"Douglas: ""Oh! So you're Torneko's son, lad?"""	torneko,character.douglas	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00b35a60	castle_town_homes	ダグラス「ヨメも　もらったし<LF><TAB>ここに　おちつくことにしたよ。	"Douglas: ""I've got married, too. I'm settling down here."""	character.douglas	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00b35aa0	castle_town_homes	ダグラス「オレも　あちこちの店を<LF><TAB>まわったんだけど　なかなか<LF><TAB>気に入るとこが　なくてさ。	"Douglas: ""I tried all sorts of shops, but couldn't find one I liked."""	character.douglas	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00b35afc	castle_town_homes	ダグラス「よお　$tさんじゃねえか！<LF><TAB>あの時は　世話になったなあ。	"Douglas: ""Hey, it's you, $t! Thanks for what you did back then."""	character.douglas,torneko,enemy_tipper	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00b3e194	castle_town_homes	＊「とんだ　ウソつきよ！<LF><TAB>あ～あ　もう　帰ろうかな。	"???: ""What a liar! Sigh... Maybe I should go home."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b3e1cc	castle_town_homes	＊「そこの人　王さまの　知り合いだって<LF><TAB>言うから　お仕事を紹介してほしくて<LF><TAB>港町から　ついてきたのに……	"???: ""He said he knew the king, so I followed him from the port, hoping he'd help me find a job..."""	role.king	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b3e260	castle_town_homes	＊「ズゴ～　ズゴ～！<LF><TAB>う～ん　バニーちゃん<LF><TAB>パフ　パフ　パフ……。	"???: ""Snooore... Mmm, bunny girl... Puff, puff, puff..."""	series_puff_puff	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Series puff-puff allusion; retain the dream's repeated syllables without adding explicit acts. Anonymous speaker remains ???.
completion.00b3e2e4	castle_town_homes	＊「オレは　ウソつきだからって<LF><TAB>フラれちゃったよ。　……これって<LF><TAB>もしかして　夢　じゃないかなあ。	"???: ""She dumped me for being a liar... Could this all be a dream?"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b3e348	castle_town_homes	＊「目が覚めたら　いきなり<LF><TAB>港町からつれてきた　バニーちゃんに<LF><TAB>なぐられてさあ。	"???: ""The moment I woke up, the bunny girl I'd brought from the port punched me."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b3e3d4	castle_town_homes	＊「パフパフ……　じゃねえ<LF><TAB>彼女は　オレが　守ってみせるぜ！	"???: ""Puff-puff... I mean, I'll protect her!"""	series_puff_puff	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b3e414	castle_town_homes	＊「邪悪な魔物が　なんだってんだ！	"???: ""Evil monsters? Who cares!"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b3e460	castle_town_homes	＊「はあはあ……<LF><TAB>なんだか　息苦しくて……。	"???: ""Wheeze... It's so hard to breathe..."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b3e4c8	castle_town_homes	＊「照れるな～　わはははは～。<LF><TAB>後で　パフパフして<LF><TAB>もらっちゃおうかな～。	"???: ""Aw, you're making me blush! Ha ha ha! Maybe I'll ask her for a puff-puff later."""	series_puff_puff	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b3e54c	castle_town_homes	＊「見直しちゃったから　しばらく<LF><TAB>つき合ってあげることにしたの。<LF><TAB>ウフフ。	"???: ""I see him in a new light, so I'll stay with him for a while. Hee hee."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b3e598	castle_town_homes	＊「この人ったら　見かけによらず<LF><TAB>闇のキリから　私を　守ってくれようと<LF><TAB>するなんて……。	"???: ""Who'd have thought this man would try to protect me from the dark mist...?"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b3e624	castle_town_homes	＊「照れるな～　わはははは～。<LF><TAB>今夜こそ　パフパフして<LF><TAB>もらっちゃおうかな～。	"???: ""Aw, you're making me blush! Ha ha ha! Maybe tonight I'll finally get a puff-puff."""	series_puff_puff	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b43688	castle_tavern	＊「いらっしゃいませ～！<LF><TAB>ゆっくり　していってね。	"???: ""Welcome! Make yourself at home."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b436f4	castle_tavern	＊「王妃さまの　ご病気をなおす薬なんて<LF><TAB>さすがに　持ってないしなあ。	"???: ""Even I don't have medicine to cure the queen's illness."""	role.queen	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b4373c	castle_tavern	＊「いや～　まいりましたよ。<LF><TAB>いつもなら　旅で仕入れた品を<LF><TAB>王さまが　高く買ってくださるのに。	"???: ""What a problem. Usually, the king pays well for the goods I find on my travels."""	role.king	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b437d4	castle_tavern	＊「でも　あまりに　変わり者で<LF><TAB>皆とうまくやっていけないんで<LF><TAB>町を　出て行ったとか。	"???: ""But she was too eccentric to get along with everyone, so she left town."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b4382c	castle_tavern	＊「そういえば　昔　港町で<LF><TAB>なんでも病気を治す　占いばあさんの<LF><TAB>ウワサを　聞いたことがあるぜ。	"???: ""Come to think of it, I once heard of an old fortune-teller in the port who could cure any illness."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b438bc	castle_tavern	＊「王妃さまって　すごい美人なんだぜ。<LF><TAB>王さまが　夢中になるのも<LF><TAB>無理ないよ。　うん。	"???: ""The queen is a real beauty. No wonder the king is so smitten."""	role.king,role.queen	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b43954	castle_tavern	＊「あ～　きっと<LF><TAB>楽しいところなんでしょうね～。<LF><TAB>行ってみたいなあ。	"???: ""Oh, it must be such a fun place. I'd love to go."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b4399c	castle_tavern	＊「ねえ　あなた　旅の人でしょ。<LF><TAB>コスタリベラの地下にある<LF><TAB>モンスター闘技場に　行ったことある？	"???: ""You're a traveler, aren't you? Have you been to the Monster arena beneath Costa Libera?"""	interface.dungeon.026,place.journey.00873010,place.journey.00873188	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b43a38	castle_tavern	＊「そしたら　なぜか　王妃さまの具合が<LF><TAB>悪くなって…　ボク　何か　悪いことを<LF><TAB>したんでしょうか。　とほほ。	"???: ""Then the queen somehow fell ill... Did I do something wrong? Oh, dear..."""	role.queen	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b43aa4	castle_tavern	＊「この前の　船旅から　もどって　すぐ<LF><TAB>王妃さまが　欲しがっておられた<LF><TAB>銀細工のカガミを　お届けしたんです。	"???: ""As soon as I returned from my last voyage, I delivered the silver mirror the queen wanted."""	role.queen	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b43bb4	castle_tavern	＊「そんなときは　コイツを　グイッと<LF><TAB>やるのが　いちばんでさあ。	"???: ""At times like that, a good swig of this is just the thing."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b43bf8	castle_tavern	＊「あなたも　なにか　悩んでいそうな<LF><TAB>顔を　してるけど　大丈夫ですかい？	"???: ""You look as if something's troubling you, too. Are you all right?"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b43cd4	castle_tavern	＊「おれって　正直すぎるところが<LF><TAB>ダメなんだよね。<LF><TAB>前の　彼女のときだってさ……。	"???: ""My problem is that I'm too honest. Even with my last girlfriend..."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b43d60	castle_tavern	＊「あなたって　本当に　正直なのね。<LF><TAB>じゃあ　信じてあげるわ。　フフフ。	"???: ""You really are honest. All right, I'll believe you. Hee hee."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b43de4	castle_tavern	＊「あんたの　新しい店員が<LF><TAB>港町で　開店だからって　はりきって<LF><TAB>今朝はやく　出て行ったぜ。	"???: ""Your new shopkeeper left early this morning, all fired up about opening the shop in the port."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b43e40	castle_tavern	＊「おや？　トルネコさんだろ。<LF><TAB>こんなところにいて　いいのかい？	"???: ""Oh? You're Torneko, aren't you? Should you be here?"""	torneko	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b43ec4	castle_tavern	＊「王妃さま　とっても　若がえって<LF><TAB>さらに　美しくなったんですって？<LF><TAB>いいわねえ～。	"???: ""The queen's grown younger and even more beautiful, they say. Lucky her!"""	role.queen	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b43fb4	castle_tavern	＊「お城が　平和になったら<LF><TAB>飲みにくる人が　へっちゃいましたよ。<LF><TAB>なんだかなあ。	"???: ""Now things are peaceful at the castle, fewer people come for drinks. Just my luck."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b44070	castle_tavern	＊「いらっしゃいませ。<LF><TAB>私たちのお店は　今日も<LF><TAB>営業してますよ。	"???: ""Welcome. We're open for business today, too."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b440e4	castle_tavern	＊「ちぇっ。<LF><TAB>ひとりで　飲む酒は　まずいなあ。	"???: ""Tch. A drink tastes awful when you're alone."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b4412c	castle_tavern	＊「なんでも　ヘルジャスティスは<LF><TAB>あやしい魔法を　使って　部下の心を<LF><TAB>思い通りに　あやつっているとか。	"???: ""They say Hell Justice uses strange magic to control his followers' minds as he pleases."""	enemy_hell_justice	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b44194	castle_tavern	＊「あたしゃ　ウワサを聞いたことが<LF><TAB>ありますよ。	"???: ""I've heard a rumor about it."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b44200	castle_tavern	＊「空が　真っ暗になって<LF><TAB>気がついた時には　あの暗いキリに<LF><TAB>おおわれていたんですもの。	"???: ""The sky went black, and before we knew it, that dark mist covered everything."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b44258	castle_tavern	＊「いきなり　だったのよね。<LF><TAB>なんだか　気持ちの悪い風が<LF><TAB>吹いたかと思ったら……	"???: ""It was so sudden. First, a horrible wind blew..."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b442dc	castle_tavern	＊「オレにとっちゃ　この酒が　魔物よ。<LF><TAB>やめたくても　やめられねえのさ。	"???: ""Drink is my monster. I want to stop, but I can't."""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning.  Anonymous speaker remains ???.
completion.00b44370	castle_tavern	マリン「それでも　この人　あきらめずに<LF><TAB>ついて来るんだもの……　負けたわ。<LF><TAB>結婚してあげようかしら。	"Marin: ""But he wouldn't give up and followed me here... I surrender. Perhaps I'll marry him."""	character.marin	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Original character's response retained; not a general relationship recommendation.
completion.00b443d8	castle_tavern	マリン「こんな時だから　モンスター闘技場の<LF><TAB>おつとめを　やめて　実家に<LF><TAB>もどってきたの。	"Marin: ""With things like this, I quit my job at the Monster arena and came home to my family."""	interface.dungeon.026,place.journey.00873010,character.marin	Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. 
completion.00b44464	castle_tavern	＊「男は　なんてったって　押しだよ！<LF><TAB>あんたも　押して　押して<LF><TAB>押しまくれ！	"???: ""A man has to be persistent! You keep pushing, pushing, pushing!"""		Independent translation from the pinned Japanese GBA script. Preserve original event parameters, protagonist substitutions and page meaning. Retain this NPC's pushy advice as characterization. Anonymous speaker remains ???.
