id	japanese	full_english	glossary_references	notes
village.00b6f068	族長「その後　こころ悪しき者が　この島に<LF><TAB>立ち入れぬよう　その道を<LF><TAB>神の像で　封印したのじゃった。	"Chief: ""He then sealed the path with a sacred statue, to keep the wicked from this island."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6f0cc	族長「北の大地から　この美しい島へと<LF><TAB>海底をつらぬく　神の道で<LF><TAB>こころ正しき者を　みちびかれたのだ。	"Chief: ""He led the good of heart here from the north, along a divine path beneath the sea."""	role.village_chief,lore.divine_path	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6f134	族長「はるか昔　まだ　世界に<LF><TAB>邪悪な意思が　はびこっていたころ<LF><TAB>大地の神が　この島をお作りになり…	"Chief: ""Long ago, when an evil will still plagued the world, the Earth God made this island..."""	role.village_chief,lore.earth_god	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6f198	族長「ともかく　トルネコどのには<LF><TAB>バリナボの地について　すこし<LF><TAB>ご説明せねばなるまい。	"Chief: ""First, Torneko, I must tell you a little about the land of Barinabo."""	torneko,role.village_chief,place.barinabo	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6f1f0	族長「ふむ……　いや　かつての<LF><TAB>邪悪なものとは　ちがうようじゃ。	"Chief: ""Hmm... No, it seems different from the evil of old."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6f234	イネス「おじいさま。<LF><TAB>あの　ひどい嵐は　やはり…？	"Ines: ""Grandfather. Could that terrible storm have been...?"""	enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6f268	族長「とり急ぎ　様子を見なければ<LF><TAB>いけませんでしたので　お待たせして<LF><TAB>申しわけありませんでしたのう。	"Chief: ""Forgive me for keeping you waiting. I had to see what happened at once."""	role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6f2d0	族長「じつは　われらバリナボの民は<LF><TAB>この神々のほこらを　守るのが<LF><TAB>使命でして…	"Chief: ""You see, we people of Barinabo have a duty to protect this Shrine of the Gods..."""	role.village_chief,place.barinabo,place.shrine_of_the_gods	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6f320	族長「おお　トルネコどの！<LF><TAB>ポポロどののことが　心配で<LF><TAB>待ちきれませんでしたかな？	"Chief: ""Ah, Torneko! Were you too worried about Tipper to wait any longer?"""	torneko,enemy_tipper,role.village_chief	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b6f374	＊「バリナボの村で　お待ちに<LF><TAB>なっていたはずでは？	"???: ""Were you not supposed to wait in Barinabo Village?"""	place.barinabo	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.00b6f3a8	＊「あれ！？<LF><TAB>トルネコさんでは　ありませんか？	"???: ""Oh! Isn't that Torneko?"""	torneko	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.00b6f5f8	＊「言い伝えでは　われわれバリナボの民が<LF><TAB>かつて　暮らしていた世界が<LF><TAB>あるということらしいのですが……。	"???: ""Legend says that beyond them lies the world where we people of Barinabo once lived..."""	place.barinabo	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.00b6f664	＊「ボクは　勇気がなくて　行けませんが<LF><TAB>この地下から続く　洞くつの先は<LF><TAB>いったいどうなってるんでしょうね？	"???: ""I'm too scared to go, but I wonder what lies beyond the caves under this shrine."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.00b6f750	＊「どうか　お気をつけて。<LF><TAB>くれぐれも　無理は禁物ですぞ。	"???: ""Do take care. Whatever you do, do not push yourself too hard."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.00b6f78c	＊「この神々のほこらより　さらに地下へと<LF><TAB>足をふみ入れた者は　決してもどっては<LF><TAB>来られぬとの　言い伝えもある。	"???: ""Legend also says that those who go beneath this shrine can never return."""	place.shrine_of_the_gods	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.00b6f86c	＊「言い伝えでは　そこにはもう<LF><TAB>われわれの世界はない　なんていう<LF><TAB>おそろしい話も　あるんですけどね。	"???: ""There is a frightening tale that our world no longer exists beyond them, though."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.00b6f8ec	＊「きっと　私の　気のせいでしょうな。	"???: ""It must be my imagination."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.00b6f914	＊「神の像がたおれて以来　なぜか<LF><TAB>むしろ　神秘的なチカラが　この<LF><TAB>ほこらに　ただようのを感じるのだが…	"???: ""Since the statue fell, I feel a mysterious power here, rather than anything evil..."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.00b6fc08	＊「まさか　ずっと向こうが<LF><TAB>北の国に　つながってるとは<LF><TAB>知らなかったよ。	"???: ""I never knew it led all the way to the northern lands."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.00b6fc54	＊「この先は　オレたちも<LF><TAB>行ったことが　ないんだ。	"???: ""We've never been beyond here ourselves."""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.00b6fd00	＊「あぶなくなったら　もどってくるんだぞ。<LF><TAB>気をつけてな。	"???: ""Come back if it gets dangerous. Take care!"""		Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership. Anonymous speaker remains ??? until identified by the source.
village.00b7a904	イネス「ともかく　今は　急いで　地下へと<LF><TAB>向かいましょう。　通路の左の方に<LF><TAB>地下への階段が　あるはずですわ。	"Ines: ""For now, let us hurry underground. The stairs should be on the left of the passage."""	enemy_ines	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b7a974	イネス「このトビラは　おそらく<LF><TAB>真実のトビラといわれるものですわ。<LF><TAB>今は　入ることはできないようですね。	"Ines: ""I believe this is the Gate of Truth. It seems we cannot enter yet."""	enemy_ines,lore.gate_of_truth	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
village.00b7a9e0	しかし　$tには　古代文字が<LF>よく　読めなかった……。	However, $t could not make out the ancient writing...	torneko,enemy_tipper	Independent translation from the pinned Japanese GBA script. Full message fits the original three-line page; preserve event parameters, speaker identity, and shared operand ownership.
