offset	chapter	english	notes
00AD1410	madame_gracos	"Madame: ""It's surely beyond you, but if you do prove useful, I'll sell you something lovely."""	
00AD1478	madame_gracos	"Madame: ""His village is in terrible trouble. I'd like to help, but it's proving rather difficult."""	
00AD14DC	madame_gracos	"Madame: ""I believe he was the elder of the Conklave..."""	
00AD151C	madame_gracos	"Madame: ""He was ever so tiny, but such a manly man."""	
00AD1568	madame_gracos	"Madame: ""An old acquaintance is giving me quite a headache just now."""	
00AD15AC	madame_gracos	"Madame: ""Dear me. I thought I smelled a human. Has another penniless traveler wandered in?"""	
00AD162C	madame_gracos	"???: ""Now she won't take it out on us anymore. What a relief."""	
00AD1670	madame_gracos	"???: ""Madame Gracos's worries finally seem to be over."""	
00AD17D8	madame_gracos	"Madame: ""But I'm a warmhearted woman. I'll let you take your time enjoying the bazaar."""	
00AD183C	madame_gracos	"Madame: ""Sell or discard something, then come back, darling."""	
00AD187C	madame_gracos	"Madame: ""...Oh, but your bag seems to be full."""	
00AD18BC	madame_gracos	"Madame: ""Here, take it away with you!"""	
00AD18E8	madame_gracos	"Madame: ""The price? Oh, about 150,000 gold, I'd say. But for you, it's free, darling."""	Preserve quoted valuation and actual free reward; not a purchase-price patch.
00AD1960	madame_gracos	"Madame: ""It's called Claw andrea. A truly lovely piece."""	Retain the full existing provisional project item name.
00AD199C	madame_gracos	"Madame: ""Despite appearances, I'm a warmhearted woman. I'll sell you something very special."""	
00AD19FC	madame_gracos	"Madame: ""...Or so I'd normally say. But it seems you did a great deal for my old friends, the Conklave."""	
00ADF4B0	conklave_village	Enter the Teleportal?	
00ADF7E8	conklave_village	"???: ""Is there anything I can do for you?"""	
00ADF81C	conklave_village	"???: ""Ah, $t! Welcome back!"""	
00ADF900	conklave_village	"???: ""Monster or human, all are equal before our god."""	
00ADF978	conklave_village	"???: ""Ah, a human! That's odd. Only we should know about this village."""	
00ADFA2C	conklave_village	"???: ""Our friends came back from the Sealed cavern! Amazing! Some humans are quite something."""	
00ADFA90	conklave_village	"???: ""This is Conklave Village, in another world."""	
00ADFB60	conklave_village	"Joe: ""Now the item shop owner is free of the seal, he's back to his old self."""	
00ADFBCC	conklave_village	"???: ""That's why she's so good at handling items."""	
00ADFC04	conklave_village	"???: ""The lady in this house is my dad's big sister. He's the one who runs the shop."""	
00ADFCBC	conklave_village	"???: ""You can reach all sorts of dungeons from here. But only if you're chosen."""	
00ADFDBC	conklave_village	"???: ""Hell Justice killed his parents... It's good that he's found a family now."""	Preserve the loss and new family; no new species identity inferred.
00ADFE24	conklave_village	"???: ""I hear Koroppi's living with a human?"""	
00ADFE9C	conklave_village	"???: ""This village smells rather human lately."""	
00AE915C	conklave_village	It's covered in writing, but none of it makes sense...	
00AE91A0	conklave_village	$t looked at the notice on the wall.	
00AE926C	conklave_village	"???: ""Good morning. Please come back any time."""	
00AE92CC	conklave_village	"???: ""Oh, what a shame. Please come back any time."""	
00AE9318	conklave_village	"???: ""Would you like to rest here?"""	
00AE934C	conklave_village	"???: ""Oh, welcome. Thanks to you, we can live in our village again."""	
00AF3168	conklave_village	"???: ""In any age, those who stay true to themselves must suffer for it. A harsh world indeed."""	
00AF31F8	conklave_village	"???: ""I'm not beaten yet, I tell you."""	
00AF3224	conklave_village	"???: ""Talos has become quite cheeky while he's been away."""	
00AF3308	conklave_village	"Talos: ""I'm shocked at how weak Dad's become. He used to be the toughest in the village."""	
00AF3370	conklave_village	"Talos: ""How many years was I trapped in the Sealed cavern?"""	
00AFCEA8	conklave_elder	"Elder: ""That is why those who complete the adventure are granted the highest glory."""	
00AFCEF8	conklave_elder	"Elder: ""Most items you find there will be unidentified. You will face great hardships."""	
00AFCF60	conklave_elder	"Elder: ""Hmm... The Otherworld labyrinth. Only highly skilled adventurers may enter it."""	
00AFCFC8	conklave_elder	"Elder: ""It is a formidable dungeon, but treasure is said to lie in its deepest reaches."""	
00AFD01C	conklave_elder	"Elder: ""Until you identify them, give them helpful names of your own. Use your ingenuity."""	
00AFD070	conklave_elder	"Elder: ""Some items found there cannot be identified until you use them or bring them to the surface."""	Preserve both identification routes stated by the Japanese.
00AFD0D0	conklave_elder	"Elder: ""Travelers call the Sealed cavern a Mystery Dungeon."""	Series concept rendered as Mystery Dungeon, distinct from the actual dungeon label.
00AFD120	conklave_choices	Back	Return from dungeon information to the preceding menu.
00AFD128	conklave_elder	"Elder: ""Which dungeon would you like to hear about?"""	
00AFD19C	conklave_elder	"Elder: ""Take care, then."""	
00AFD1FC	conklave_elder	$t decided not to enter.	
00AFD218	conklave_elder	"Elder: ""Speak to me again when you wish to go."""	
00AFD254	conklave_choices	Cancel	Leave the dungeon destination choice.
00AFD25C	conklave_choices	Dungeon information	Native choice, full wording fits font 0.
00AFD274	conklave_choices	Otherworld labyrinth	Existing reviewed full dungeon label.
00AFD284	conklave_choices	Sealed cavern	Existing reviewed full dungeon label.
00AFD294	conklave_elder	"Elder: ""Which dungeon will you visit?"""	
00AFD2BC	conklave_elder	"Elder: ""Ah, $t. Are you ready to set out for the caves?"""	
00AFD300	conklave_elder	"Elder: ""Once everyone is free, I shall reward your adventurous spirit by opening paths to more caves."""	
00AFD368	conklave_elder	"Elder: ""Please, I beg you! Free our companions from every sealed chamber in the cavern."""	
00AFD3C8	conklave_elder	"Elder: ""Find the chambers holding our companions and break their barriers. They can return on their own."""	
00AFD43C	conklave_elder	"Elder: ""If you grant my request, I shall open the path to that cavern at once."""	
00AFD498	conklave_elder	"Elder: ""Please, will you go to the Sealed cavern and free our companions from their seals?"""	
00AFD4E4	conklave_elder	"Elder: ""Anyone who defeated Hell Justice can surely rescue our companions!"""	
00AFD540	conklave_elder	"Elder: ""Hmm... What a turn of fate. I must ask for your help."""	
00AFD5A4	conklave_elder	"Elder: ""The shock may have cost him his memories and left him wandering."""	
00AFD5EC	conklave_elder	"Elder: ""Koroppi was sealed away, too. Somehow, he must have been thrown into the outside world."""	
00AFD654	conklave_elder	"Elder: ""Apart from a few of us elders, nearly everyone was imprisoned in the Sealed cavern."""	
00AFD6BC	conklave_elder	"Elder: ""But one tiny mistake brought Hell Justice's wrath upon us."""	
00AFD70C	conklave_elder	"Elder: ""Many years ago, we served his faction as representatives of the Conklave."""	
00AFD764	conklave_elder	"Elder: ""And Hell Justice himself has been destroyed? How can this be...?"""	
00AFD7B8	conklave_elder	"Elder: ""What? Koroppi, from our village, is being cared for by a human?"""	
00AFD7FC	conklave_elder	"Elder: ""Who might you be?"""	
00AFD81C	conklave_elder	"???: ""As you can see, I am this village's elder."""	
00AFDA3C	conklave_elder	"Elder: ""Rest a while, then come and see me again. You have my heartfelt thanks."""	
00AFDA9C	conklave_elder	"Elder: ""Ah, you're back! I was right to put my trust in you and your companions, $t."""	
00AFDF64	conklave_elder	"Elder: ""You will face a difficult struggle."""	
00AFDF8C	conklave_elder	"Elder: ""Oh, and defeating monsters in this dungeon earns no experience."""	Preserve dungeon-specific no-experience rule.
00AFDFE4	conklave_elder	"Elder: ""My advice is simple: flee and make for the stairs! That is all."""	
00AFE038	conklave_elder	"Elder: ""The Illusion cavern. It is a rather unusual dungeon."""	
00AFE084	conklave_elder	"Elder: ""Remember to bring food, Evac scrolls and other useful items."""	Existing reviewed Evac scroll, pluralized in prose.
00AFE0D8	conklave_elder	"Elder: ""In any case..."""	
00AFE0F0	conklave_elder	"Elder: ""They say a fearsome monster dwells deep within that dungeon."""	
00AFE138	conklave_elder	"Elder: ""And this is only a rumor, so I cannot say whether it is true, but..."""	
00AFE18C	conklave_elder	"Elder: ""But ordinary items are very scarce there, so you must prepare thoroughly."""	
00AFE1EC	conklave_elder	"Elder: ""Treasure is hidden in many places throughout the Mysterious treasury."""	
00AFE2C0	conklave_choices	Illusion cavern	Existing reviewed full dungeon label.
00AFE2D4	conklave_choices	Mysterious treasury	Existing reviewed full dungeon label.
00AFE2E4	conklave_elder	"Elder: ""Ah, $t. Do you wish to visit more caves?"""	
00AFE320	conklave_elder	"Elder: ""Speak to me when you are ready to set out."""	
00AFE360	conklave_elder	"Elder: ""There. I can now guide you to the dungeons whenever you wish."""	
00AFE3A0	conklave_elder	"Elder: ""Hmmm... Whew. It's been a while since I focused so hard. I'm quite tired."""	
00AFE3E4	conklave_elder	"Elder: ""As promised, I shall now reward your adventurous spirit by opening paths to more dungeons!"""	
00AFE43C	conklave_elder	"Elder: ""At last, all our sealed-away villagers have returned! What a joy!"""	
00B03F44	conklave_village	"???: ""I was trapped alone with the item shop lady the whole time. It was frightening!"""	
00B03FA8	conklave_village	"???: ""I'm happy to be looking after the elder again."""	
00B0D378	conklave_village	"???: ""When my husband was taken, I decided to close. Sorry you came all this way."""	Avoid claiming he died; later sources establish rescue from imprisonment.
00B0D3D0	conklave_village	"???: ""I used to run an item shop here."""	
00B162F0	conklave_village	"Joe: ""Looks like the item shop owner still hasn't been rescued."""	
00B16358	conklave_village	"???: ""Some monsters even defy the Demon King's orders..."""	
00B1639C	conklave_village	"???: ""As you can see, we are monsters. But that doesn't make us evil creatures."""	
00B219AC	castle_town	"???: ""Hello. Welcome to the castle town of Great Baleina."""	
00B21A30	castle_town	"???: ""Looking at beautiful flowers brings peace to the heart, doesn't it?"""	
00B21A70	castle_town	"???: ""Tending the flowers outside the church is an important part of our work as sisters."""	
00B21B10	castle_town	"???: ""The harbor must be bustling with stalls by now."""	
00B21B44	castle_town	"???: ""I hear a ship has returned to Costa Libera, the port to the south."""	
00B21BC0	castle_town	"???: ""No king in any land could love his queen more devotedly."""	
00B21C14	castle_town	"???: ""I served at the castle for many years, but..."""	
00B21C9C	castle_town	"???: ""He makes fun of my dog Mikey. Calls him a coward..."""	
00B21CEC	castle_town	"???: ""I hate that prince!"""	
00B21D38	castle_town	"Mikey: ""Woof, woof! Whine, whine..."""	
00B21D88	castle_town	"???: ""I hear the queen is terribly ill..."""	
00B21DBC	castle_town	"???: ""Oh, going to the castle? You may not know, being a traveler, but they won't let you in."""	
00B21E30	castle_town	"???: ""The poor queen, falling ill. She's such a kind and beautiful lady."""	
00B21EA8	castle_town	"???: ""You'd do well to stay out of it yourself."""	
00B21EE8	castle_town	"???: ""Honestly! Whenever the queen has a problem, the king makes impossible demands of his soldiers."""	
00B21FA0	castle_town	"Douglas: ""You a merchant? Got a shop? If you ever need someone to run it, give me a shout!"""	
00B22010	castle_town	"Douglas: ""But I always meant to run a shop on my own one day. I can't give up that dream..."""	
00B22080	castle_town	"???: ""I'm Douglas. The shop owner fired me, and the lady here took me in."""	
00B220E8	castle_town	"???: ""Here, chick, chick... What? Don't interrupt me while I'm tending the chickens."""	
00B22154	castle_town	"???: ""Cluck, cluck, cluck."""	
00B22190	castle_town	"???: ""Cluck, cluck, cluck!"""	
00B221FC	castle_town	"Miko: ""Meow, meow, meow!"""	
00B22304	castle_town	"???: ""The queen's well again, I hear. Now I can visit my soldier friend once more."""	
00B22380	castle_town	"???: ""Things seem back to normal at the castle. Whew. The king does make a fuss."""	
00B223F0	castle_town	"???: ""You must be Torneko. I hear the king gave you a villa. Lucky you. Very lucky indeed."""	
00B22454	castle_town	"???: ""I served at the castle for many years, but..."""	
00B224E8	castle_town	"???: ""Huh? You found some money? Oh, I see. You're an honest man."""	
00B2253C	castle_town	"???: ""Oh, is that all?"""	
00B2254C	castle_town	"???: ""Hey, was there something down the well?"""	
00B22578	castle_town	"???: ""Mikey only wants to walk around this well. What's got into him?"""	
00B22698	castle_town	"Mikey: ""Woof, woof, woof!"""	
00B2273C	castle_town	"???: ""The scent of flowers makes you feel so good, doesn't it?"""	
00B22848	castle_town	"???: ""Oh, goodness! What am I saying? Ho ho ho!"""	
00B22888	castle_town	"???: ""But never mind. Once he has a proper job, I'm sure he'll..."""	
00B228D4	castle_town	"???: ""You're Torneko, aren't you? This is all because you hired Douglas. Sniff..."""	
00B22938	castle_town	"???: ""Such a fine man... I mean, such a good caretaker. What a shame."""	
00B2297C	castle_town	"???: ""He said he'd look for a shop willing to hire him."""	
00B229BC	castle_town	"???: ""You're Torneko, aren't you? If you're after Douglas, he's left."""	
00B22A04	castle_town	"???: ""Argh! Chicken droppings on my precious shoes..."""	
00B22A38	castle_town	"???: ""Eek! Why should I have to look after chickens?!"""	
00B22AD0	castle_town	"???: ""We're on alert for monsters. You can't enter the castle. Go back to the port town."""	
00B22B24	castle_town	"???: ""Oh, little boy. What are you doing alone at a time like this?"""	
00B22C50	castle_town	"???: ""F-forgive me! Please, come this way!"""	
00B22C8C	castle_town	"???: ""Huh? You've come to see your father, Torneko? Th-then you must be his son, Tipper!"""	
00B22D6C	castle_town	"???: ""Ah, $t! Thank you for your hard work. All is well here!"""	
00B22DC8	castle_town	"???: ""By the time all these flowers wither... Oh! What an ominous thing to say!"""	
00B22E20	castle_town	"???: ""Even the flowers seem weakened by this evil air..."""	
00B22E74	castle_town	"???: ""I worked my hardest at the castle for many years. I have no regrets left."""	
00B22F28	castle_town	"???: ""Cluck, cluck, cluck..."""	
00B22F64	castle_town	"???: ""Cluck... Cluck-cluck..."""	
00B22F94	castle_town	"???: ""I hear noises from the bottom of the well. I hope it's not a monster."""	
00B23000	castle_town	"???: ""You're the heroes of this kingdom! Wonderful!"""	
00B23040	castle_town	"???: ""Peace is best of all! Nothing tastes sweeter than peace."""	
00B230A4	castle_town	"???: ""My daughter-in-law's cooking has been awful lately. I look forward to the castle feast."""	Older former castle servant's ヨメ interpreted as daughter-in-law in household context.
00B23118	castle_town	"???: ""Thank you so very much."""	
00B23140	castle_town	"???: ""Thanks to you, I'm well again. I can get out of bed and come outside now."""	
00B231B4	castle_town	"Miko: ""Meow..."""	
00B231E0	castle_town	"???: ""Lucky you! I wish I could have seen him, too."""	
00B2320C	castle_town	"???: ""Hey, what was Hell Justice like?"""	
00B23258	castle_town	"Mikey: ""Whine, whine!"""	
00B23294	castle_town	"???: ""Torneko, you're a shining example to merchants everywhere! Well done!"""	
00B232FC	castle_town	"???: ""Please, enter the castle."""	
00B23320	castle_town	"???: ""Oh, where are you going? If you've spoken to Tessie and everyone, the celebration should start soon."""	
00B23398	castle_town	"???: ""It's much better than being attacked by that dark mist again."""	
00B233E4	castle_town	"???: ""I wouldn't mind looking after chickens forever now."""	
00B2344C	castle_town	"???: ""Cluck! Cluck-cluck-cluck!"""	
00B23488	castle_town	"???: ""Cluck, cluck, cluck, cluck..."""	
00B234C4	castle_town	"???: ""Hello. This is the castle town of Great Baleina."""	
00B23540	castle_town	"???: ""Oh, $t. Another fine day, isn't it?"""	
00B235C0	castle_town	"???: ""Still, it's better than some of the strange things served among the dishes at the castle feast."""	
00B2362C	castle_town	"???: ""My daughter-in-law's cooking has been awful lately. What a nuisance."""	Same household relation as 00B230A4.
00B23774	castle_town	"???: ""Come along, dear little chickens. It's feeding time!"""	
00B2C1B8	castle_church	"???: ""Crying just because his mom, the queen, is sick! What a coward, and he's a boy, too."""	Preserve the child's unkind gendered teasing as characterization, not narrator endorsement.
00B2C210	castle_church	"???: ""I saw him! The prince was crying in the flower bed outside the castle."""	
00B2C26C	castle_church	"???: ""Welcome to the church. We pray for your safe travels."""	
00B2C2DC	castle_church	"???: ""All I can do is pray for my husband... May he find what he's looking for and return soon."""	
00B2C348	castle_church	"???: ""My husband has gone to the port town on the king's business."""	
00B2C430	castle_church	"???: ""What a coward, and he's a boy, too."""	Retain the child's teasing, not a narrator judgment.
00B2C458	castle_church	"???: ""But his owner, John, kept quiet because he didn't want the soldiers to scold him."""	
00B2C4B8	castle_church	"???: ""I saw it! Mikey the dog pooed in the castle flower bed."""	
00B2C554	castle_church	"???: ""Our god must have heard my prayers and sent you. Thank you."""	
00B2C5BC	castle_church	"???: ""My husband, the castle's captain, has returned safely from the port town!"""	
00B2C6A8	castle_church	"???: ""I haven't seen John or his dog Mikey lately. Did the monsters eat them?"""	Speculative child dialogue, not confirmation of their deaths.
00B2C740	castle_church	"???: ""I pray that my husband, the castle's captain, can fulfill his duty."""	
00B2C7DC	castle_church	"???: ""Torneko, Tipper, thank you for all you've done. May divine protection stay with you..."""	
00B2C83C	castle_church	"???: ""Our god dwells in every heart. That is why each of us must protect ourselves."""	
00B2C8D8	castle_church	"???: ""I thought it might be good to try believing in a god for once."""	
00B2C918	castle_church	"???: ""Come to think of it, we've spent our lives drinking and taking things easy."""	
00B2C9A4	castle_church	"???: ""Will we be all right...?"""	
00B2C9C4	castle_church	"???: ""But doesn't a god protect good people, like Torneko?"""	
00B2CA78	castle_church	"???: ""$t, thank you for all you've done. May divine protection stay with you..."""	
00AE93F0	shared_repeats	"???: ""Hell Justice killed his parents... It's good that he's found a family now."""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00adfdbc. No external patch text used.
00AE9458	shared_repeats	"???: ""I hear Koroppi's living with a human?"""	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00adfe24. No external patch text used.
00AF30B0	shared_repeats	It's covered in writing, but none of it makes sense...	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00ae915c. No external patch text used.
00AF30F4	shared_repeats	$t looked at the notice on the wall.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00ae91a0. No external patch text used.
00BC8ED4	shared_repeats	The shelves are packed with difficult-looking books.	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00ab930c. No external patch text used.
00C1D854	shared_repeats	Enter the Teleportal?	Exact Japanese match to our independent translation in translations/story-completion.json, completion.00adf4b0. No external patch text used.
00B351D8	castle_town_homes	"???: ""Will this be all right...?"""	
00B351F0	castle_town_homes	"???: ""I've hired a new chicken keeper, but there's something rather wild about him."""	
00B352D8	castle_town_homes	"???: ""Good morning. You had a good rest. Have a pleasant day."""	
00B3532C	castle_town_homes	"???: ""Good night, then."""	
00B3534C	castle_town_homes	"???: ""Please come again."""	
00B35374	castle_town_homes	"???: ""Welcome. Will you be staying the night?"""	
00B35484	castle_town_homes	"???: ""Welcome. You've done remarkable things. Please take care."""	
00B354EC	castle_town_homes	"???: ""It's frightening outside, so I'm staying at home."""	
00B35524	castle_town_homes	"???: ""Hello. Welcome to the castle town of Great Baleina."""	
00B355F0	castle_town_homes	"???: ""Welcome. Would you like to stay at our inn?"""	
00B35714	castle_town_homes	"???: ""You're amazing! Thank you so much!"""	
00B35990	castle_town_homes	"Douglas: ""I turned it down, but I appreciated the offer."""	
00B359CC	castle_town_homes	"Douglas: ""Your dad once asked if I wanted to work in his shop."""	
00B35A24	castle_town_homes	"Douglas: ""Oh! So you're Torneko's son, lad?"""	
00B35A60	castle_town_homes	"Douglas: ""I've got married, too. I'm settling down here."""	
00B35AA0	castle_town_homes	"Douglas: ""I tried all sorts of shops, but couldn't find one I liked."""	
00B35AFC	castle_town_homes	"Douglas: ""Hey, it's you, $t! Thanks for what you did back then."""	
00B3E194	castle_town_homes	"???: ""What a liar! Sigh... Maybe I should go home."""	
00B3E1CC	castle_town_homes	"???: ""He said he knew the king, so I followed him from the port, hoping he'd help me find a job..."""	
00B3E260	castle_town_homes	"???: ""Snooore... Mmm, bunny girl... Puff, puff, puff..."""	Series puff-puff allusion; retain the dream's repeated syllables without adding explicit acts.
00B3E2E4	castle_town_homes	"???: ""She dumped me for being a liar... Could this all be a dream?"""	
00B3E348	castle_town_homes	"???: ""The moment I woke up, the bunny girl I'd brought from the port punched me."""	
00B3E3D4	castle_town_homes	"???: ""Puff-puff... I mean, I'll protect her!"""	
00B3E414	castle_town_homes	"???: ""Evil monsters? Who cares!"""	
00B3E460	castle_town_homes	"???: ""Wheeze... It's so hard to breathe..."""	
00B3E4C8	castle_town_homes	"???: ""Aw, you're making me blush! Ha ha ha! Maybe I'll ask her for a puff-puff later."""	
00B3E54C	castle_town_homes	"???: ""I see him in a new light, so I'll stay with him for a while. Hee hee."""	
00B3E598	castle_town_homes	"???: ""Who'd have thought this man would try to protect me from the dark mist...?"""	
00B3E624	castle_town_homes	"???: ""Aw, you're making me blush! Ha ha ha! Maybe tonight I'll finally get a puff-puff."""	
00B43688	castle_tavern	"???: ""Welcome! Make yourself at home."""	
00B436F4	castle_tavern	"???: ""Even I don't have medicine to cure the queen's illness."""	
00B4373C	castle_tavern	"???: ""What a problem. Usually, the king pays well for the goods I find on my travels."""	
00B437D4	castle_tavern	"???: ""But she was too eccentric to get along with everyone, so she left town."""	
00B4382C	castle_tavern	"???: ""Come to think of it, I once heard of an old fortune-teller in the port who could cure any illness."""	
00B438BC	castle_tavern	"???: ""The queen is a real beauty. No wonder the king is so smitten."""	
00B43954	castle_tavern	"???: ""Oh, it must be such a fun place. I'd love to go."""	
00B4399C	castle_tavern	"???: ""You're a traveler, aren't you? Have you been to the Monster arena beneath Costa Libera?"""	
00B43A38	castle_tavern	"???: ""Then the queen somehow fell ill... Did I do something wrong? Oh, dear..."""	
00B43AA4	castle_tavern	"???: ""As soon as I returned from my last voyage, I delivered the silver mirror the queen wanted."""	
00B43BB4	castle_tavern	"???: ""At times like that, a good swig of this is just the thing."""	
00B43BF8	castle_tavern	"???: ""You look as if something's troubling you, too. Are you all right?"""	
00B43CD4	castle_tavern	"???: ""My problem is that I'm too honest. Even with my last girlfriend..."""	
00B43D60	castle_tavern	"???: ""You really are honest. All right, I'll believe you. Hee hee."""	
00B43DE4	castle_tavern	"???: ""Your new shopkeeper left early this morning, all fired up about opening the shop in the port."""	
00B43E40	castle_tavern	"???: ""Oh? You're Torneko, aren't you? Should you be here?"""	
00B43EC4	castle_tavern	"???: ""The queen's grown younger and even more beautiful, they say. Lucky her!"""	
00B43FB4	castle_tavern	"???: ""Now things are peaceful at the castle, fewer people come for drinks. Just my luck."""	
00B44070	castle_tavern	"???: ""Welcome. We're open for business today, too."""	
00B440E4	castle_tavern	"???: ""Tch. A drink tastes awful when you're alone."""	
00B4412C	castle_tavern	"???: ""They say Hell Justice uses strange magic to control his followers' minds as he pleases."""	
00B44194	castle_tavern	"???: ""I've heard a rumor about it."""	
00B44200	castle_tavern	"???: ""The sky went black, and before we knew it, that dark mist covered everything."""	
00B44258	castle_tavern	"???: ""It was so sudden. First, a horrible wind blew..."""	
00B442DC	castle_tavern	"???: ""Drink is my monster. I want to stop, but I can't."""	
00B44370	castle_tavern	"Marin: ""But he wouldn't give up and followed me here... I surrender. Perhaps I'll marry him."""	Original character's response retained; not a general relationship recommendation.
00B443D8	castle_tavern	"Marin: ""With things like this, I quit my job at the Monster arena and came home to my family."""	
00B44464	castle_tavern	"???: ""A man has to be persistent! You keep pushing, pushing, pushing!"""	Retain this NPC's pushy advice as characterization.
00B444EC	castle_tavern	"???: ""Douglas was such a good cook... Argh!"""	
00B44524	castle_tavern	"???: ""I own this place! How can the food be so awful?!"""	
00B445B0	castle_tavern	"???: ""The owner was called away to help prepare the castle celebration."""	
00B445FC	castle_tavern	"???: ""I'm sorry. We're closed today."""	
00B44650	castle_tavern	"???: ""...Zzz..."""	
00B446A4	castle_tavern	"???: ""Oh? Aren't you a bit young to be coming here? Hee hee."""	
00B446F4	castle_tavern	"???: ""Welcome. Please make yourself at home."""	
00B447BC	castle_tavern	"???: ""Working in that unfamiliar castle kitchen left my shoulders stiff. This is where I belong."""	
00B44850	castle_tavern	"???: ""Even I feel like a drink now and then. Gulp, gulp..."""	
00B44898	castle_tavern	"???: ""Is it strange for a young woman like me to drink alone?"""	
00B44908	castle_tavern	"???: ""I came because I heard a blacksmith here can do synthesis. Where could he be?"""	Existing synthesis terminology retained.
00B449FC	castle_tavern	"???: ""Maybe I'll visit the Monster arena on my next day off. Watching monsters fight is so exciting."""	
00B44A9C	castle_tavern	"???: ""The king has become kinder, letting us visit places like this during our breaks."""	
00B4E3EC	castle_smith	The door is locked. It seems to be for the shopkeeper outside to come and go.	
00B4E458	castle_smith	'Synthesis shop. Established 60 years. No first-time customers.'	Preserve the stated sixty-year business history and introduction-only policy.
00B4E520	castle_smith	"???: ""He joined the castle to become a great scholar, then quit. What is he thinking...?"""	
00B4E588	castle_smith	"???: ""My son didn't want to follow his grandfather and become a blacksmith."""	
00B4E5F8	castle_smith	"???: ""All that commotion at the castle is distracting me. Come back another time."""	
00B4E64C	castle_smith	"???: ""Hmph. Sorry, but I only work when I feel like it."""	
00B4E708	castle_smith	"???: ""My good-for-nothing son finally seems ready to learn his grandfather's trade."""	
00B4E778	castle_smith	"???: ""Very well. I'll work for you. Come and see me when you need something."""	
00B4E7DC	castle_smith	"???: ""Hmph. Thanks to you, things seem quieter at the castle."""	
00B4E83C	castle_smith	"Samson: ""I'm turning over a new leaf. I'll learn smithing from the beginning."""	
00B4E894	castle_smith	"Samson: ""Hello, Torneko! Thank you for yesterday. You helped me make up my mind."""	
00B4E96C	castle_smith	"???: ""He can be awkward, but he works hard. Please help him learn."""	
00B4E9CC	castle_smith	"???: ""Forgive my late introduction. I'm Samson's mother. Please look after my son."""	
00B4EA38	castle_smith	"???: ""Oh, Torneko. Have you come all this way to visit us?"""	
00B4EABC	castle_smith	"???: ""Cough! Cough! Me, catching a cold? It must be a sign of disaster."""	
00B4EB40	castle_smith	"???: ""Hmm? Brought your precious weapon? Let me see..."""	
00B4EC14	castle_smith	"Samson: ""I train here every day, hoping at least to inherit my grandfather's skill."""	
00B4EC6C	castle_smith	"Samson: ""Hello. I owe so much to you and your family, $t."""	
00B4ED38	castle_smith	"???: ""Now, what shall I cook tonight?"""	
00B4ED64	castle_smith	"???: ""Home cooking is better than the castle's fancy food!"""	
00B4EDAC	castle_smith	"???: ""Hmph. Bring your precious weapon after the castle celebration. I'll strengthen it for you."""	
00B4EE24	castle_smith	"Samson: ""Thanks to you, Grandfather is more eager than ever. He trains me day and night. Ha ha..."""	
00B4EE90	castle_smith	"Samson: ""Hello, Torneko! You and your son did such remarkable things!"""	
00B4EF84	castle_smith	"???: ""Come on, tell me what you want before I change my mind."""	
00B4EFC4	castle_smith	"???: ""Hmph. I'm no ordinary blacksmith. I've practiced synthesis with these hands for years."""	
00B4F040	castle_smith	"Samson: ""I'll never forget what you and your family did to save this kingdom, Torneko."""	
00B58440	castle_town_homes	'Keeping a Cat'\nIt explains in detail how to care for cats and play with them.	Project book title, not an external publication.
00B58534	castle_town_homes	"???: ""I don't know who you are, but if you find Miko, I'll reward you."""	
00B5858C	castle_town_homes	"???: ""Oh, my sweet Miko. Where could you have gone?"""	
00B58684	castle_town_homes	"???: ""Miko is a precious member of my family. Thank you so very much."""	
00B586D4	castle_town_homes	"???: ""Oh, what a shame. Your bag is full. Please do come back later."""	
00B58730	castle_town_homes	"???: ""A rare medal my late husband collected. Here, take it."""	Source calls it a medal; inventory reward identity remains in the event/item table.
00B58784	castle_town_homes	"???: ""Thank you. Please accept this as your reward."""	
00B587C8	castle_town_homes	"???: ""Oh, have I mistaken you for someone else? I'm sorry."""	
00B587F8	castle_town_homes	"???: ""Oh, you must be the one who saved my sweet Miko, aren't you?"""	
00B58874	castle_town_homes	"Miko: ""Meow, meow, meow!"""	
00B5896C	castle_town_homes	"Miko: ""Meow..."""	
00B589A8	castle_town_homes	"???: ""Oh, who were you again? I'm sorry. I've been so forgetful lately."""	
00B5F3C0	castle_town_homes	The shelves are packed with all sorts of seasonings.	
00B5F3F0	castle_town_homes	$t examined the cupboard.	
00B5F424	castle_town_homes	The shelves are packed with lovely dishes.	
00B5F560	castle_town_homes	"???: ""The queen surely never has to clean. Lucky her!"""	
00B5F5B8	castle_town_homes	"???: ""Whew... Cleaning is exhausting!"""	
00B5F60C	castle_town_homes	"???: ""...Zzz..."""	
00B5F6C4	castle_town_homes	"???: ""The queen surely never has to cook. Lucky her!"""	
00B5F71C	castle_town_homes	"???: ""Whew... Preparing meals is exhausting!"""	
00B5F77C	castle_town_homes	"???: ""My husband's back at the inn's bar, and John's gone off! What's with the men in this family?!"""	
00B5F848	castle_town_homes	"???: ""The next world may come to fetch me, but I don't want monsters doing it. Heaven preserve us!"""	
